id_subsistema,subsistema,mes,carga_mensal_MWmed
S,SUL,2014-09-01,9959.569
S,SUL,2014-10-01,10477.516
S,SUL,2014-11-01,10751.634
S,SUL,2014-12-01,10716.197
S,SUL,2015-01-01,11610.447
S,SUL,2015-02-01,11707.078
S,SUL,2015-03-01,11622.857
S,SUL,2015-05-01,9837.773
S,SUL,2015-06-01,9769.19
S,SUL,2015-07-01,9805.118
S,SUL,2015-08-01,9947.696
S,SUL,2015-09-01,9914.575
S,SUL,2015-10-01,10153.155
S,SUL,2015-11-01,10150.428
S,SUL,2015-12-01,10235.125
S,SUL,2016-01-01,11258.15
S,SUL,2016-02-01,11765.528
S,SUL,2016-03-01,10942.511
S,SUL,2016-05-01,9965.468
S,SUL,2016-06-01,10614.519
S,SUL,2016-07-01,10130.53
S,SUL,2016-08-01,10268.236
S,SUL,2016-09-01,10086.6
S,SUL,2016-10-01,10209.84
S,SUL,2016-11-01,10780.675
S,SUL,2016-12-01,11191.282
S,SUL,2017-01-01,11900.663
S,SUL,2017-02-01,12529.684
S,SUL,2017-03-01,11668.025
S,SUL,2017-04-01,10432.531
S,SUL,2017-05-01,10260.225
S,SUL,2017-06-01,10338.188
S,SUL,2017-07-01,10483.783
S,SUL,2017-08-01,10610.791
S,SUL,2017-09-01,10793.344
S,SUL,2017-10-01,10469.672
S,SUL,2017-11-01,10811.512
S,SUL,2017-12-01,11376.12
S,SUL,2018-01-01,11694.574
S,SUL,2018-02-01,12090.044
S,SUL,2018-03-01,11891.159
S,SUL,2018-04-01,11543.851
S,SUL,2018-05-01,10430.373
S,SUL,2018-06-01,10608.296
S,SUL,2018-07-01,10742.016
S,SUL,2018-08-01,10694.294
S,SUL,2018-09-01,10456.396
S,SUL,2018-10-01,10755.891
S,SUL,2018-11-01,11306.878
S,SUL,2018-12-01,11532.718
S,SUL,2019-01-01,12833.959
S,SUL,2019-02-01,12392.63
S,SUL,2019-03-01,11542.727
S,SUL,2019-04-01,11319.705
S,SUL,2019-05-01,10705.123
S,SUL,2019-06-01,10502.498
S,SUL,2019-07-01,10699.196
S,SUL,2019-08-01,10807.314
S,SUL,2019-09-01,10731.136
S,SUL,2019-10-01,11370.053
S,SUL,2019-11-01,11552.507
S,SUL,2019-12-01,11626.438
S,SUL,2020-01-01,12599.133
S,SUL,2020-02-01,12781.99
S,SUL,2020-03-01,12310.286
S,SUL,2020-04-01,10265.75
S,SUL,2020-05-01,10095.401
S,SUL,2020-06-01,10185.783
S,SUL,2020-07-01,10414.715
S,SUL,2020-08-01,10424.311
S,SUL,2020-09-01,11012.74
S,SUL,2020-10-01,11537.247
S,SUL,2020-11-01,11927.27
S,SUL,2020-12-01,11917.914
S,SUL,2021-01-01,12380.839
S,SUL,2021-02-01,12689.414
S,SUL,2021-03-01,12923.315
S,SUL,2021-04-01,12000.242
S,SUL,2021-05-01,11421.82
S,SUL,2021-06-01,11290.46
S,SUL,2021-07-01,11619.346
S,SUL,2021-08-01,11642.065
S,SUL,2021-09-01,11449.037
S,SUL,2021-10-01,11084.296
S,SUL,2021-11-01,12468.522
S,SUL,2021-12-01,12663.69
S,SUL,2022-01-01,13600.339
S,SUL,2022-02-01,13706.167
S,SUL,2022-03-01,12617.744
S,SUL,2022-04-01,11135.387
SE,SUDESTE,2000-01-01,24463.186
SE,SUDESTE,2000-02-01,25588.789
SE,SUDESTE,2000-03-01,25470.855
SE,SUDESTE,2000-04-01,25352.026
SE,SUDESTE,2000-05-01,25457.516
SE,SUDESTE,2000-06-01,25655.761
SE,SUDESTE,2000-07-01,25299.997
SE,SUDESTE,2000-08-01,26006.388
SE,SUDESTE,2000-09-01,26045.448
SE,SUDESTE,2000-10-01,27077.484
SE,SUDESTE,2000-11-01,26253.363
SE,SUDESTE,2000-12-01,26041.556
SE,SUDESTE,2001-01-01,26625.976
SE,SUDESTE,2001-02-01,27539.328
SE,SUDESTE,2001-03-01,27824.663
SE,SUDESTE,2001-04-01,27213.965
SE,SUDESTE,2001-05-01,25055.139
SE,SUDESTE,2001-06-01,20512.824
SE,SUDESTE,2001-07-01,19852.428
SE,SUDESTE,2001-08-01,20395.285
SE,SUDESTE,2001-09-01,20646.84
SE,SUDESTE,2001-10-01,20952.318
SE,SUDESTE,2001-11-01,21504.025
SE,SUDESTE,2001-12-01,21349.008
SE,SUDESTE,2002-01-01,22719.879
SE,SUDESTE,2002-02-01,23452.702
SE,SUDESTE,2002-03-01,25133.201
SE,SUDESTE,2002-04-01,25772.85
SE,SUDESTE,2002-05-01,24774.471
SE,SUDESTE,2002-06-01,24626.898
SE,SUDESTE,2002-07-01,24237.847
SE,SUDESTE,2002-08-01,25149.892
SE,SUDESTE,2002-09-01,24970.468
SE,SUDESTE,2002-10-01,27126.008
SE,SUDESTE,2002-11-01,26383.897
SE,SUDESTE,2002-12-01,25636.161
SE,SUDESTE,2003-01-01,25693.744
SE,SUDESTE,2003-02-01,27507.625
SE,SUDESTE,2003-03-01,26389.861
SE,SUDESTE,2003-04-01,26235.746
SE,SUDESTE,2003-05-01,25354.75
SE,SUDESTE,2003-06-01,25326.087
SE,SUDESTE,2003-07-01,25308.79
SE,SUDESTE,2003-08-01,25465.214
SE,SUDESTE,2003-09-01,26242.626
SE,SUDESTE,2003-10-01,26829.761
SE,SUDESTE,2003-11-01,26804.535
SE,SUDESTE,2003-12-01,26662.937
SE,SUDESTE,2004-01-01,26275.932
SE,SUDESTE,2004-02-01,26801.951
SE,SUDESTE,2004-03-01,27520.843
SE,SUDESTE,2004-04-01,27323.337
SE,SUDESTE,2004-05-01,26606.296
SE,SUDESTE,2004-06-01,26579.448
SE,SUDESTE,2004-07-01,26657.822
SE,SUDESTE,2004-08-01,27178.629
SE,SUDESTE,2004-09-01,28426.388
SE,SUDESTE,2004-10-01,27771.496
SE,SUDESTE,2004-11-01,28156.108
SE,SUDESTE,2004-12-01,27695.443
SE,SUDESTE,2005-01-01,27829.383
SE,SUDESTE,2005-02-01,28324.552
SE,SUDESTE,2005-03-01,29329.889
SE,SUDESTE,2005-04-01,29611.055
SE,SUDESTE,2005-05-01,27852.867
SE,SUDESTE,2005-06-01,27921.1
SE,SUDESTE,2005-07-01,27217.235
SE,SUDESTE,2005-08-01,28499.198
SE,SUDESTE,2005-09-01,28242.867
SE,SUDESTE,2005-10-01,28991.801
SE,SUDESTE,2005-11-01,28312.462
SE,SUDESTE,2005-12-01,28163.798
SE,SUDESTE,2006-01-01,29410.097
SE,SUDESTE,2006-02-01,30149.908
SE,SUDESTE,2006-03-01,30646.28
SE,SUDESTE,2006-04-01,28994.795
SE,SUDESTE,2006-05-01,28369.734
SE,SUDESTE,2006-06-01,28456.182
SE,SUDESTE,2006-07-01,28707.099
SE,SUDESTE,2006-08-01,29679.788
SE,SUDESTE,2006-09-01,29081.099
SE,SUDESTE,2006-10-01,29255.4
SE,SUDESTE,2006-11-01,29796.299
SE,SUDESTE,2006-12-01,29725.437
SE,SUDESTE,2007-01-01,29960.041
SE,SUDESTE,2007-02-01,30970.751
SE,SUDESTE,2007-03-01,32676.089
SE,SUDESTE,2007-04-01,31350.06
SE,SUDESTE,2007-05-01,29881.488
SE,SUDESTE,2007-06-01,29542.485
SE,SUDESTE,2007-07-01,29573.757
SE,SUDESTE,2007-08-01,30566.277
SE,SUDESTE,2007-09-01,31166
SE,SUDESTE,2007-10-01,31967.148
SE,SUDESTE,2007-11-01,31251.06
SE,SUDESTE,2007-12-01,31206.316
SE,SUDESTE,2008-01-01,31190.806
SE,SUDESTE,2008-02-01,31503.222
SE,SUDESTE,2008-03-01,32245.936
SE,SUDESTE,2008-04-01,32252.528
SE,SUDESTE,2008-05-01,30832.634
SE,SUDESTE,2008-06-01,31221.211
SE,SUDESTE,2008-07-01,31335.82
SE,SUDESTE,2008-08-01,32320.352
SE,SUDESTE,2008-09-01,32087.306
SE,SUDESTE,2008-10-01,32914.445
SE,SUDESTE,2008-11-01,30936.545
SE,SUDESTE,2008-12-01,28845.634
SE,SUDESTE,2009-01-01,29582.489
SE,SUDESTE,2009-02-01,31328.5
SE,SUDESTE,2009-03-01,32278.248
SE,SUDESTE,2009-04-01,30176.04
SE,SUDESTE,2009-05-01,29781.371
SE,SUDESTE,2009-06-01,29069.176
SE,SUDESTE,2009-07-01,30106.696
SE,SUDESTE,2009-08-01,30694.909
SE,SUDESTE,2009-09-01,31984.11
SE,SUDESTE,2009-10-01,31928.345
SE,SUDESTE,2009-11-01,33636.323
SE,SUDESTE,2009-12-01,32458.137
SE,SUDESTE,2010-01-01,33574.709
SE,SUDESTE,2010-02-01,35293.776
SE,SUDESTE,2010-03-01,34891.031
SE,SUDESTE,2010-04-01,32864.085
SE,SUDESTE,2010-05-01,32240.645
SE,SUDESTE,2010-06-01,31891.996
SE,SUDESTE,2010-07-01,32437.61
SE,SUDESTE,2010-08-01,32875.826
SE,SUDESTE,2010-09-01,34035.608
SE,SUDESTE,2010-10-01,33160.578
SE,SUDESTE,2010-11-01,33427.032
SE,SUDESTE,2010-12-01,34495.104
SE,SUDESTE,2011-01-01,34868.98
SE,SUDESTE,2011-02-01,37140.595
SE,SUDESTE,2011-03-01,34960.9
SE,SUDESTE,2011-04-01,34864.428
SE,SUDESTE,2011-05-01,33298.777
SE,SUDESTE,2011-06-01,32613.029
SE,SUDESTE,2011-07-01,33097.395
SE,SUDESTE,2011-08-01,34757.339
SE,SUDESTE,2011-09-01,34834.436
SE,SUDESTE,2011-10-01,34539.982
SE,SUDESTE,2011-11-01,34742.622
SE,SUDESTE,2011-12-01,35128.047
SE,SUDESTE,2012-01-01,35193.325
SE,SUDESTE,2012-02-01,37839.211
SE,SUDESTE,2012-03-01,38365.986
SE,SUDESTE,2012-04-01,36567.221
SE,SUDESTE,2012-05-01,34276.557
SE,SUDESTE,2012-06-01,32414.086
SE,SUDESTE,2012-07-01,32553.345
SE,SUDESTE,2012-08-01,34936.404
SE,SUDESTE,2012-09-01,35552.699
SE,SUDESTE,2012-10-01,36893.146
SE,SUDESTE,2012-11-01,34769.848
SE,SUDESTE,2012-12-01,36967.361
SE,SUDESTE,2013-01-01,34541.186
SE,SUDESTE,2013-02-01,36722.839
SE,SUDESTE,2013-03-01,36142.047
SE,SUDESTE,2013-04-01,34516.557
SE,SUDESTE,2013-05-01,33046.062
SE,SUDESTE,2013-06-01,32968.852
SE,SUDESTE,2013-07-01,32923.753
SE,SUDESTE,2013-08-01,33976.01
SE,SUDESTE,2013-09-01,34810.177
SE,SUDESTE,2013-10-01,35425.069
SE,SUDESTE,2013-11-01,35403.971
SE,SUDESTE,2014-01-01,38757.892
SE,SUDESTE,2014-03-01,37553.266
SE,SUDESTE,2014-04-01,35498.942
SE,SUDESTE,2014-05-01,35309.271
SE,SUDESTE,2014-06-01,34137.536
SE,SUDESTE,2014-07-01,34146.181
SE,SUDESTE,2014-08-01,34537.104
SE,SUDESTE,2014-09-01,36130.769
SE,SUDESTE,2014-10-01,37061.64
SE,SUDESTE,2014-11-01,36280.763
SE,SUDESTE,2014-12-01,36171.191
SE,SUDESTE,2015-01-01,40579.464
SE,SUDESTE,2015-02-01,39133.783
SE,SUDESTE,2015-03-01,38210.432
SE,SUDESTE,2015-05-01,33218.031
SE,SUDESTE,2015-06-01,32475.565
SE,SUDESTE,2015-07-01,33015.547
SE,SUDESTE,2015-08-01,33889.707
SE,SUDESTE,2015-09-01,35495.766
SE,SUDESTE,2015-10-01,36630.363
SE,SUDESTE,2015-11-01,36322.045
SE,SUDESTE,2015-12-01,36637.364
SE,SUDESTE,2016-01-01,36565.141
SE,SUDESTE,2016-02-01,39524.438
SE,SUDESTE,2016-03-01,38455.003
SE,SUDESTE,2016-05-01,33986.366
SE,SUDESTE,2016-06-01,33287.231
SE,SUDESTE,2016-07-01,33182.598
SE,SUDESTE,2016-08-01,34310.109
SE,SUDESTE,2016-09-01,34778.472
SE,SUDESTE,2016-10-01,35149.632
SE,SUDESTE,2016-11-01,34743.507
SE,SUDESTE,2016-12-01,35773.195
SE,SUDESTE,2017-01-01,38977.416
SE,SUDESTE,2017-02-01,40063.099
SE,SUDESTE,2017-03-01,39435.952
SE,SUDESTE,2017-04-01,35806.006
SE,SUDESTE,2017-05-01,34414.136
SE,SUDESTE,2017-06-01,33858.783
SE,SUDESTE,2017-07-01,32552.038
SE,SUDESTE,2017-08-01,33822.722
SE,SUDESTE,2017-09-01,35533.975
SE,SUDESTE,2017-10-01,36599.194
SE,SUDESTE,2017-11-01,35812.946
SE,SUDESTE,2017-12-01,36740.413
SE,SUDESTE,2018-01-01,39021.019
SE,SUDESTE,2018-02-01,38538.907
SE,SUDESTE,2018-03-01,40027.981
SE,SUDESTE,2018-04-01,36675.951
SE,SUDESTE,2018-05-01,34197.825
SE,SUDESTE,2018-06-01,33858.135
SE,SUDESTE,2018-07-01,33919.256
SE,SUDESTE,2018-08-01,34465.463
SE,SUDESTE,2018-09-01,35488.204
SE,SUDESTE,2018-10-01,36868.928
SE,SUDESTE,2018-11-01,36719.205
SE,SUDESTE,2018-12-01,38158.381
SE,SUDESTE,2019-01-01,42133.928
SE,SUDESTE,2019-02-01,40674.276
SE,SUDESTE,2019-03-01,38892.683
SE,SUDESTE,2019-04-01,37888.032
SE,SUDESTE,2019-05-01,35799.976
SE,SUDESTE,2019-06-01,34226.921
SE,SUDESTE,2019-07-01,33569.622
SE,SUDESTE,2019-08-01,34180.652
SE,SUDESTE,2019-09-01,36699.723
SE,SUDESTE,2019-10-01,37918.254
SE,SUDESTE,2019-11-01,37089.426
SE,SUDESTE,2019-12-01,36887.268
SE,SUDESTE,2020-01-01,39577.568
SE,SUDESTE,2020-02-01,39505.452
SE,SUDESTE,2020-03-01,37954.853
SE,SUDESTE,2020-04-01,32396.517
SE,SUDESTE,2020-05-01,31278.08
SE,SUDESTE,2020-06-01,32643.979
SE,SUDESTE,2020-07-01,33652.791
SE,SUDESTE,2020-08-01,34682.814
SE,SUDESTE,2020-09-01,38260.486
SE,SUDESTE,2020-10-01,39007.129
SE,SUDESTE,2020-11-01,37679.61
SE,SUDESTE,2020-12-01,39185.011
SE,SUDESTE,2021-01-01,40893.728
SE,SUDESTE,2021-02-01,40791.174
SE,SUDESTE,2021-03-01,41973.273
SE,SUDESTE,2021-04-01,38725.27
SE,SUDESTE,2021-05-01,38156.577
SE,SUDESTE,2021-06-01,37599.648
SE,SUDESTE,2021-07-01,36489.479
SE,SUDESTE,2021-08-01,38117.388
SE,SUDESTE,2021-09-01,40340.333
SE,SUDESTE,2021-10-01,37663.946
SE,SUDESTE,2021-11-01,39761.942
SE,SUDESTE,2021-12-01,39784.037
SE,SUDESTE,2022-01-01,41225.271
SE,SUDESTE,2022-02-01,42452.834
SE,SUDESTE,2022-03-01,44403.251
SE,SUDESTE,2022-04-01,40913.244
